block_timestamp,open,high,low,close
2023-01-01,1.151892261208017,1.1548116047312953,1.1477055,1.1548116047312953
2023-01-02,1.1478766671185916,1.1548118188472896,1.1414601910221425,1.1414601910221425
2023-01-03,1.1477141902122068,1.147889366419952,1.1393828113753475,1.1393828113753475
2023-01-04,1.1512799164290093,1.166443,1.1512799164290093,1.1591294713394888
2023-01-05,1.1591294713394888,1.1591294713394888,1.1567464888253574,1.1567464888253574
2023-01-06,1.1643694589505382,1.1656443291537832,1.1580824888970844,1.1656443291537832
2023-01-07,1.1656443291537832,1.1732958593693468,1.1551558851503283,1.1664300514201094
2023-01-08,1.1735033870474838,1.1753461514473666,1.16830089,1.16830089
2023-01-09,1.1681217451249744,1.1745950509896823,1.1663852241990769,1.1734199532097176
2023-01-10,1.173696994552058,1.173696994552058,1.1664505722772276,1.1664505722772276
2023-01-11,1.1664505722772276,1.1729311626250962,1.1659815485148517,1.1729311626250962
2023-01-12,1.1729311626250962,1.1737702981205649,1.1654211440573503,1.1680541704016771
2023-01-13,1.1679555607843135,1.1731277330732555,1.1653159028910824,1.1668838762556664
2023-01-14,1.1739357073608565,1.1745062016,1.166765015873016,1.1680258016472205
2023-01-15,1.1680258016472205,1.1680258016472205,1.1662141767994856,1.1662141767994856
2023-01-16,1.172643586986346,1.1731136177704908,1.172643586986346,1.1731136177704908
2023-01-17,1.1660523045100772,1.1729814896406554,1.1660523045100772,1.1729814896406554
2023-01-18,1.1729814896406554,1.1729814896406554,1.1533004935483873,1.1623508694079732
2023-01-19,1.1623508694079732,1.169376748377134,1.137009159216938,1.137009159216938
2023-01-20,1.137009159216938,1.137009159216938,1.129599757142857,1.129599757142857
2023-01-21,1.1364006770109965,1.1371885096839027,1.129784827732716,1.1371885096839027
2023-01-22,1.1386891252473648,1.1393737329132831,1.1386891252473648,1.1393737329132831
2023-01-23,1.1325474817824552,1.138621535333333,1.1305580342740413,1.138621535333333
2023-01-24,1.1403205065,1.1454869361626052,1.1340177411983614,1.1392736332203832
2023-01-25,1.1392736332203832,1.1460992265003305,1.1386807182324687,1.1391464520232617
2023-01-26,1.1460453520515148,1.1469926166680824,1.1392171983471073,1.139973127691415
2023-01-27,1.139973127691415,1.1490676153971078,1.139666228866762,1.1478737351537769
2023-01-28,1.1478737351537769,1.1478737351537769,1.1375260947940948,1.1442781509090612
2023-01-29,1.1443905980250817,1.1470778992876356,1.1381669671955417,1.1454447283584497
2023-01-30,1.1390765546488777,1.1461184403727014,1.1390754391987008,1.1461184403727014
2023-01-31,1.14649181531449,1.1475119486986056,1.1398117122318308,1.1475119486986056
2023-02-01,1.1477900595230832,1.1479901948625693,1.140970672455244,1.1412840669002284
2023-02-02,1.1405849671158745,1.1463951183886496,1.1372241400542389,1.1372241400542389
2023-02-03,1.1372241400542389,1.1444407068645552,1.1372241400542389,1.1377570322511477
2023-02-04,1.1377570322511477,1.144217012957187,1.1336206611101327,1.1401819104395643
2023-02-05,1.1401819104395643,1.1401819104395643,1.133286255935338,1.1333461846971074
2023-02-06,1.132987196893301,1.1404796887193984,1.132987196893301,1.134591612860696
2023-02-07,1.141688145546539,1.142214064704342,1.1350540082818685,1.1350540082818685
2023-02-08,1.1414361395280108,1.141537245675835,1.133318058380528,1.133318058380528
2023-02-09,1.133318058380528,1.1402722842205593,1.133318058380528,1.1402722842205593
2023-02-10,1.1335378541666667,1.1335378541666667,1.1333329271673656,1.1333329271673656
2023-02-11,1.1401696466666669,1.1412230363293332,1.1343860102740504,1.141212525166454
2023-02-12,1.141212525166454,1.141212525166454,1.1342809438698351,1.1342809438698351
2023-02-13,1.1341812140818233,1.1341812140818233,1.1341527734375,1.1341527734375
2023-02-14,1.1341527734375,1.1409616266978115,1.1337244920724232,1.1337244920724232
2023-02-15,1.1337244920724232,1.1337244920724232,1.1329030609801736,1.1329030609801736
2023-02-16,1.132323663261884,1.1391218757515011,1.1322750155864092,1.1322750512066095
2023-02-17,1.1322750512066095,1.1322750512066095,1.1321328872983691,1.1321328872983691
2023-02-18,,,,
2023-02-19,1.1321328872983691,1.1321328872983691,1.1321328872983691,1.1321328872983691
2023-02-20,1.1321328872983691,1.1321328872983691,1.1321328872983691,1.1321328872983691
2023-02-21,,,,
2023-02-22,1.1321328872983691,1.1321328872983691,1.132025575,1.132025575
2023-02-23,1.132025575,1.132025575,1.1319560126497823,1.1319560126497823
2023-02-24,1.1319560126497823,1.1319560126497823,1.1317011812808826,1.1317011812808826
2023-02-25,1.1383541097594951,1.1385754655747182,1.1383541097594951,1.1385754655747182
2023-02-26,1.1390872646446752,1.1390872646446752,1.1390872646446752,1.1390872646446752
